timestamp,pressure_psi,flow_rate_bbl_day,vibration_mm_s,warning_class
2024-01-01 00:00:00,100.14901424590337,500.3482862476668,0.990562849033972,0
2024-01-01 00:01:00,99.95877072188881,500.28532369220727,1.0202690501647238,0
2024-01-01 00:02:00,100.19480658434782,499.0674803515374,0.9960662645090219,0
2024-01-01 00:03:00,100.457658987392,500.5855845127774,1.0018563873925677,0
2024-01-01 00:04:00,99.93075402091641,498.5179177031069,1.014407814772851,0
2024-01-01 00:05:00,99.93100894286167,499.35581613259177,0.9988957349099802,0
2024-01-01 00:06:00,100.47526386339815,498.0129127151215,0.9637330461184506,0
2024-01-01 00:07:00,100.2319804169153,501.57262710264763,1.0209167534116796,0
2024-01-01 00:08:00,99.86115765087385,499.784451135403,1.0252185797181896,0
2024-01-01 00:09:00,100.16501793571399,502.1848846918258,0.9635126808171258,0
2024-01-01 00:10:00,99.86347455671492,500.82295059318784,0.9792841777613638,0
2024-01-01 00:11:00,99.86303086478232,500.4700988696755,1.0406425931122265,0
2024-01-01 00:12:00,100.07558838143005,499.4377729296968,1.0048206928492276,0
2024-01-01 00:13:00,99.42926551691976,498.9796505319406,1.0002660228561508,0
2024-01-01 00:14:00,99.48602411060808,500.550972059172,0.9916823269225585,0
2024-01-01 00:15:00,99.83506304976079,499.9584863656459,0.9796109392466875,0
2024-01-01 00:16:00,99.70014979716834,498.69272991907405,0.9963516361116797,0
2024-01-01 00:17:00,100.09852313278576,498.517141645688,1.0197434398950798,0
2024-01-01 00:18:00,99.73209148353085,499.0772961266863,0.9999564215043297,0
2024-01-01 00:19:00,99.58105734084697,501.85896683872625,1.012490657382478,0
2024-01-01 00:20:00,100.44469279730357,502.253277251098,1.0356141129661562,0
2024-01-01 00:21:00,99.93751496061904,500.24698816001893,0.988705400043509,0
2024-01-01 00:22:00,100.02575596350695,500.1929414465714,1.0063874546132707,0
2024-01-01 00:23:00,99.5783226632093,499.7096778721177,1.020432820024008,0
2024-01-01 00:24:00,99.84268188276549,499.113512443252,0.9817018675649429,0
